BRANCH_ID|BRANCH_NAME|NO_KONTRAK|NAMA_CUSTOMER|ANG_KE|OVERDUE|NILAI_PEMBAYARAN|NILAI_ANGSURAN|NILAI_DENDA|TANGGAL_PEMBAYARAN|JAM_PEMBAYARAN|TANGGAL_PEMBUKUAN|PAYMENT_SOURCE|VALDO_CC|FIN_TYPE
0310||031015110711||4|0|626000|626000|0|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031014103457||22|7|554000|554000|0|2016-01-26|00:00:00|2016-01-26|EDC|02|
0310||031014100688||24|3|392000|387000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0310||031014104605||21|5|395000|385000|10000|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031014109810||18|3|379000|350000|29000|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031014112362||16|0|537000|537000|0|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031014114176||15|2|530000|525000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0310||031014115753||14|2|350000|350000|0|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031015102614||10|1|628000|625000|3000|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031015106556||7|6|598000|590000|8000|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031015108390||6|3|375000|370000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0310||031015109250||5|1|553000|550000|3000|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0310||031015110464||4|0|590000|590000|0|2016-01-26|00:00:00|2016-01-25|KASIR|02|
0310||031015111053||3|0|290000|290000|0|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0311||031113105339||31|1|370000|365000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0311||031113108550||28|2|521000|516000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0311||031114103813||20|0|540000|540000|0|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0311||031114105484||19|2|506000|501000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0311||031114106864||18|2|385000|380000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0311||031114106787||18|0|575000|575000|0|2016-01-26|00:00:00|2016-01-26|EDC|02|
0311||031114107385||17|6|580000|575000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0311||031114108954||15|0|287000|287000|0|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0311||031115100348||12|0|510000|505000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
0311||031115101244||10|0|590000|590000|0|2016-01-26|00:00:00|2016-01-26|KASIR|02|
0311||031115104525||7|0|885000|880000|5000|2016-01-26|00:00:00|2016-01-26|PT. POS|02|
